"Província"|"Regió_Sanitària"|"Comarca"|"Municipi"|"Donacions_2013"|"Sessions_2013"|"Donacions_2012"|"Sessions_2012"
"T"|"CAMP DE TARRAGONA"|"Alt Camp"|"Aiguamúrcia"|"0"|"0"|"0"|"0"
"T"|"CAMP DE TARRAGONA"|"Alt Camp"|"Alcover"|"261"|"4"|"298"|"4"
"T"|"CAMP DE TARRAGONA"|"Alt Camp"|"Alió"|"0"|"0"|"0"|"0"
"T"|"CAMP DE TARRAGONA"|"Alt Camp"|"Bràfim"|"0"|"0"|"55"|"2"
"T"|"CAMP DE TARRAGONA"|"Alt Camp"|"Cabra del Camp"|"0"|"0"|"0"|"0"
"T"|"CAMP DE TARRAGONA"|"Alt Camp"|"Figuerola del Camp"|"0"|"0"|"0"|"0"
"T"|"CAMP DE TARRAGONA"|"Alt Camp"|"Garidells, els"|"0"|"0"|"0"|"0"
"T"|"CAMP DE TARRAGONA"|"Alt Camp"|"Masó, la"|"0"|"0"|"0"|"0"
"T"|"CAMP DE TARRAGONA"|"Alt Camp"|"Milà, el"|"0"|"0"|"0"|"0"
"T"|"CAMP DE TARRAGONA"|"Alt Camp"|"Montferri"|"0"|"0"|"0"|"0"
"T"|"CAMP DE TARRAGONA"|"Alt Camp"|"Mont-ral"|"0"|"0"|"0"|"0"
"T"|"CAMP DE TARRAGONA"|"Alt Camp"|"Nulles"|"0"|"0"|"0"|"0"
"T"|"CAMP DE TARRAGONA"|"Alt Camp"|"Pla de Santa Maria, el"|"181"|"4"|"198"|"4"
"T"|"CAMP DE TARRAGONA"|"Alt Camp"|"Pont d'Armentera, el"|"25"|"1"|"27"|"1"
"T"|"CAMP DE TARRAGONA"|"Alt Camp"|"Puigpelat"|"0"|"0"|"0"|"0"
"T"|"CAMP DE TARRAGONA"|"Alt Camp"|"Querol"|"0"|"0"|"0"|"0"
"T"|"CAMP DE TARRAGONA"|"Alt Camp"|"Riba, la"|"85"|"3"|"80"|"3"
"T"|"CAMP DE TARRAGONA"|"Alt Camp"|"Rodonyà"|"0"|"0"|"0"|"0"
"T"|"CAMP DE TARRAGONA"|"Alt Camp"|"Rourell, el"|"0"|"0"|"0"|"0"
"T"|"CAMP DE TARRAGONA"|"Alt Camp"|"Vallmoll"|"0"|"0"|"0"|"0"
"T"|"CAMP DE TARRAGONA"|"Alt Camp"|"Valls"|"954"|"26"|"999"|"26"
"T"|"CAMP DE TARRAGONA"|"Alt Camp"|"Vilabella"|"30"|"1"|"50"|"2"
"T"|"CAMP DE TARRAGONA"|"Alt Camp"|"Vila-rodona"|"18"|"1"|"46"|"2"
"G"|"GIRONA"|"Alt Empordà"|"Agullana"|"28"|"1"|"23"|"1"
"G"|"GIRONA"|"Alt Empordà"|"Albanyà"|"0"|"0"|"0"|"0"
"G"|"GIRONA"|"Alt Empordà"|"Armentera, l'"|"43"|"2"|"52"|"2"
"G"|"GIRONA"|"Alt Empordà"|"Avinyonet de Puigventós"|"60"|"2"|"59"|"2"
"G"|"GIRONA"|"Alt Empordà"|"Bàscara"|"80"|"2"|"74"|"2"
"G"|"GIRONA"|"Alt Empordà"|"Biure"|"0"|"0"|"0"|"0"
"G"|"GIRONA"|"Alt Empordà"|"Boadella i les Escaules"|"0"|"0"|"0"|"0"
"G"|"GIRONA"|"Alt Empordà"|"Borrassà"|"27"|"1"|"64"|"2"
"G"|"GIRONA"|"Alt Empordà"|"Cabanelles"|"0"|"0"|"0"|"0"
"G"|"GIRONA"|"Alt Empordà"|"Cabanes"|"78"|"2"|"58"|"2"
"G"|"GIRONA"|"Alt Empordà"|"Cadaqués"|"141"|"3"|"94"|"2"
"G"|"GIRONA"|"Alt Empordà"|"Cantallops"|"17"|"1"|"15"|"1"
"G"|"GIRONA"|"Alt Empordà"|"Capmany"|"28"|"1"|"19"|"1"
"G"|"GIRONA"|"Alt Empordà"|"Castelló d'Empúries"|"437"|"6"|"359"|"6"
"G"|"GIRONA"|"Alt Empordà"|"Cistella"|"0"|"0"|"0"|"0"
"G"|"GIRONA"|"Alt Empordà"|"Colera"|"0"|"0"|"17"|"1"
"G"|"GIRONA"|"Alt Empordà"|"Darnius"|"0"|"0"|"14"|"1"
"G"|"GIRONA"|"Alt Empordà"|"Escala, l'"|"378"|"5"|"402"|"4"
"G"|"GIRONA"|"Alt Empordà"|"Espolla"|"37"|"2"|"50"|"2"
"G"|"GIRONA"|"Alt Empordà"|"Far d'Empordà, el"|"0"|"0"|"0"|"0"
"G"|"GIRONA"|"Alt Empordà"|"Figueres"|"1057"|"18"|"1387"|"13"
"G"|"GIRONA"|"Alt Empordà"|"Fortià"|"0"|"0"|"0"|"0"
"G"|"GIRONA"|"Alt Empordà"|"Garrigàs"|"37"|"1"|"29"|"1"
"G"|"GIRONA"|"Alt Empordà"|"Garriguella"|"19"|"1"|"23"|"1"
"G"|"GIRONA"|"Alt Empordà"|"Jonquera, la"|"87"|"3"|"96"|"3"
"G"|"GIRONA"|"Alt Empordà"|"Lladó"|"49"|"2"|"63"|"2"
"G"|"GIRONA"|"Alt Empordà"|"Llançà"|"125"|"3"|"250"|"5"
"G"|"GIRONA"|"Alt Empordà"|"Llers"|"85"|"2"|"91"|"2"
"G"|"GIRONA"|"Alt Empordà"|"Maçanet de Cabrenys"|"62"|"2"|"70"|"2"
"G"|"GIRONA"|"Alt Empordà"|"Masarac"|"0"|"0"|"0"|"0"
"G"|"GIRONA"|"Alt Empordà"|"Mollet de Peralada"|"0"|"0"|"0"|"0"
"G"|"GIRONA"|"Alt Empordà"|"Navata"|"70"|"2"|"54"|"2"
"G"|"GIRONA"|"Alt Empordà"|"Ordis"|"28"|"1"|"19"|"1"
"G"|"GIRONA"|"Alt Empordà"|"Palau de Santa Eulàlia"|"0"|"0"|"0"|"0"
"G"|"GIRONA"|"Alt Empordà"|"Palau-saverdera"|"45"|"2"|"48"|"2"
"G"|"GIRONA"|"Alt Empordà"|"Pau"|"0"|"0"|"0"|"0"
"G"|"GIRONA"|"Alt Empordà"|"Pedret i Marzà"|"0"|"0"|"0"|"0"
"G"|"GIRONA"|"Alt Empordà"|"Peralada"|"146"|"4"|"155"|"4"
"G"|"GIRONA"|"Alt Empordà"|"Pont de Molins"|"16"|"1"|"19"|"1"
"G"|"GIRONA"|"Alt Empordà"|"Pontós"|"0"|"0"|"0"|"0"
"G"|"GIRONA"|"Alt Empordà"|"Port de la Selva, el"|"66"|"2"|"70"|"2"
"G"|"GIRONA"|"Alt Empordà"|"Portbou"|"58"|"2"|"68"|"2"
"G"|"GIRONA"|"Alt Empordà"|"Rabós"|"0"|"0"|"0"|"0"
"G"|"GIRONA"|"Alt Empordà"|"Riumors"|"0"|"0"|"0"|"0"
"G"|"GIRONA"|"Alt Empordà"|"Roses"|"658"|"13"|"740"|"8"
"G"|"GIRONA"|"Alt Empordà"|"Sant Climent Sescebes"|"52"|"2"|"221"|"4"
"G"|"GIRONA"|"Alt Empordà"|"Sant Llorenç de la Muga"|"28"|"1"|"34"|"1"
"G"|"GIRONA"|"Alt Empordà"|"Sant Miquel de Fluvià"|"43"|"2"|"37"|"2"
"G"|"GIRONA"|"Alt Empordà"|"Sant Mori"|"0"|"0"|"0"|"0"
"G"|"GIRONA"|"Alt Empordà"|"Sant Pere Pescador"|"71"|"2"|"74"|"2"
"G"|"GIRONA"|"Alt Empordà"|"Santa Llogaia d'Àlguema"|"0"|"0"|"0"|"0"
"G"|"GIRONA"|"Alt Empordà"|"Saus, Camallera i Llampaies"|"34"|"1"|"46"|"2"
"G"|"GIRONA"|"Alt Empordà"|"Selva de Mar, la"|"0"|"0"|"0"|"0"
"G"|"GIRONA"|"Alt Empordà"|"Siurana"|"0"|"0"|"0"|"0"
"G"|"GIRONA"|"Alt Empordà"|"Terrades"|"0"|"0"|"0"|"0"
"G"|"GIRONA"|"Alt Empordà"|"Torroella de Fluvià"|"0"|"0"|"0"|"0"
"G"|"GIRONA"|"Alt Empordà"|"Vajol, la"|"0"|"0"|"0"|"0"
"G"|"GIRONA"|"Alt Empordà"|"Ventalló"|"14"|"1"|"19"|"1"
"G"|"GIRONA"|"Alt Empordà"|"Vilabertran"|"58"|"2"|"60"|"2"
"G"|"GIRONA"|"Alt Empordà"|"Viladamat"|"13"|"1"|"17"|"1"
"G"|"GIRONA"|"Alt Empordà"|"Vilafant"|"201"|"5"|"179"|"4"
"G"|"GIRONA"|"Alt Empordà"|"Vilajuïga"|"81"|"2"|"89"|"2"
"G"|"GIRONA"|"Alt Empordà"|"Vilamacolum"|"0"|"0"|"18"|"1"
"G"|"GIRONA"|"Alt Empordà"|"Vilamalla"|"89"|"3"|"106"|"4"
"G"|"GIRONA"|"Alt Empordà"|"Vilamaniscle"|"0"|"0"|"0"|"0"
"G"|"GIRONA"|"Alt Empordà"|"Vilanant"|"0"|"0"|"0"|"0"
"G"|"GIRONA"|"Alt Empordà"|"Vila-sacra"|"10"|"1"|"9"|"1"
"G"|"GIRONA"|"Alt Empordà"|"Vilaür"|"0"|"0"|"0"|"0"
"B"|"BARCELONA"|"Alt Penedès"|"Avinyonet del Penedès"|"21"|"1"|"57"|"2"
"B"|"BARCELONA"|"Alt Penedès"|"Cabanyes, les"|"0"|"0"|"0"|"0"
"B"|"BARCELONA"|"Alt Penedès"|"Castellet i la Gornal"|"0"|"0"|"0"|"0"
"B"|"BARCELONA"|"Alt Penedès"|"Castellví de la Marca"|"0"|"0"|"44"|"2"
"B"|"BARCELONA"|"Alt Penedès"|"Font-rubí"|"26"|"1"|"19"|"1"
"B"|"BARCELONA"|"Alt Penedès"|"Gelida"|"118"|"4"|"194"|"4"
"B"|"BARCELONA"|"Alt Penedès"|"Granada, la"|"90"|"3"|"105"|"3"
"B"|"BARCELONA"|"Alt Penedès"|"Mediona"|"39"|"2"|"50"|"2"
"B"|"BARCELONA"|"Alt Penedès"|"Olèrdola"|"0"|"0"|"51"|"2"
"B"|"BARCELONA"|"Alt Penedès"|"Olesa de Bonesvalls"|"88"|"2"|"84"|"2"
"B"|"BARCELONA"|"Alt Penedès"|"Pacs del Penedès"|"16"|"1"|"26"|"1"
"B"|"BARCELONA"|"Alt Penedès"|"Pla del Penedès, el"|"0"|"0"|"0"|"0"
"B"|"BARCELONA"|"Alt Penedès"|"Pontons"|"0"|"0"|"0"|"0"
"B"|"BARCELONA"|"Alt Penedès"|"Puigdàlber"|"0"|"0"|"24"|"1"
"B"|"BARCELONA"|"Alt Penedès"|"Sant Cugat Sesgarrigues"|"14"|"1"|"49"|"3"
"B"|"BARCELONA"|"Alt Penedès"|"Sant Llorenç d'Hortons"|"78"|"3"|"69"|"3"
"B"|"BARCELONA"|"Alt Penedès"|"Sant Martí Sarroca"|"91"|"3"|"80"|"3"
"B"|"BARCELONA"|"Alt Penedès"|"Sant Pere de Riudebitlles"|"135"|"3"|"154"|"3"
"B"|"BARCELONA"|"Alt Penedès"|"Sant Quintí de Mediona"|"47"|"2"|"38"|"2"
"B"|"BARCELONA"|"Alt Penedès"|"Sant Sadurní d'Anoia"|"489"|"11"|"536"|"11"
"B"|"BARCELONA"|"Alt Penedès"|"Santa Fe del Penedès"|"54"|"2"|"49"|"2"
"B"|"BARCELONA"|"Alt Penedès"|"Santa Margarida i els Monjos"|"183"|"6"|"238"|"7"
"B"|"BARCELONA"|"Alt Penedès"|"Subirats"|"64"|"4"|"121"|"6"
"B"|"BARCELONA"|"Alt Penedès"|"Torrelavit"|"49"|"2"|"82"|"3"
"B"|"BARCELONA"|"Alt Penedès"|"Torrelles de Foix"|"0"|"0"|"58"|"3"
"B"|"BARCELONA"|"Alt Penedès"|"Vilafranca del Penedès"|"1532"|"34"|"1379"|"40"
"B"|"BARCELONA"|"Alt Penedès"|"Vilobí del Penedès"|"27"|"2"|"44"|"2"
"L"|"ALT PIRINEU I ARAN"|"Alt Urgell"|"Alàs i Cerc"|"0"|"0"|"0"|"0"
"L"|"ALT PIRINEU I ARAN"|"Alt Urgell"|"Arsèguel"|"0"|"0"|"0"|"0"
"L"|"ALT PIRINEU I ARAN"|"Alt Urgell"|"Bassella"|"0"|"0"|"0"|"0"
"L"|"ALT PIRINEU I ARAN"|"Alt Urgell"|"Cabó"|"0"|"0"|"0"|"0"
"L"|"ALT PIRINEU I ARAN"|"Alt Urgell"|"Cava"|"0"|"0"|"0"|"0"
"L"|"ALT PIRINEU I ARAN"|"Alt Urgell"|"Coll de Nargó"|"0"|"0"|"0"|"0"
"L"|"ALT PIRINEU I ARAN"|"Alt Urgell"|"Estamariu"|"0"|"0"|"0"|"0"
"L"|"ALT PIRINEU I ARAN"|"Alt Urgell"|"Fígols i Alinyà"|"0"|"0"|"0"|"0"
"L"|"ALT PIRINEU I ARAN"|"Alt Urgell"|"Josa i Tuixén"|"0"|"0"|"0"|"0"
"L"|"ALT PIRINEU I ARAN"|"Alt Urgell"|"Montferrer i Castellbò"|"0"|"0"|"0"|"0"
"L"|"ALT PIRINEU I ARAN"|"Alt Urgell"|"Oliana"|"51"|"2"|"62"|"2"
"L"|"ALT PIRINEU I ARAN"|"Alt Urgell"|"Organyà"|"64"|"2"|"67"|"2"
"L"|"ALT PIRINEU I ARAN"|"Alt Urgell"|"Peramola"|"0"|"0"|"0"|"0"
"L"|"ALT PIRINEU I ARAN"|"Alt Urgell"|"Pont de Bar, el"|"0"|"0"|"0"|"0"
"L"|"ALT PIRINEU I ARAN"|"Alt Urgell"|"Ribera d'Urgellet"|"0"|"0"|"0"|"0"
"L"|"ALT PIRINEU I ARAN"|"Alt Urgell"|"Seu d'Urgell, la"|"512"|"11"|"635"|"10"
"L"|"ALT PIRINEU I ARAN"|"Alt Urgell"|"Valls d'Aguilar, les"|"0"|"0"|"0"|"0"
"L"|"ALT PIRINEU I ARAN"|"Alt Urgell"|"Valls de Valira, les"|"0"|"0"|"0"|"0"
"L"|"ALT PIRINEU I ARAN"|"Alt Urgell"|"Vansa i Fórnols, la"|"0"|"0"|"0"|"0"
"L"|"ALT PIRINEU I ARAN"|"Alta Ribagorça"|"Pont de Suert, el"|"144"|"3"|"213"|"4"
"L"|"ALT PIRINEU I ARAN"|"Alta Ribagorça"|"Vall de Boí, la"|"0"|"0"|"0"|"0"
"L"|"ALT PIRINEU I ARAN"|"Alta Ribagorça"|"Vilaller"|"0"|"0"|"0"|"0"
"B"|"CATALUNYA CENTRAL"|"Anoia"|"Argençola"|"0"|"0"|"0"|"0"
"B"|"CATALUNYA CENTRAL"|"Anoia"|"Bellprat"|"0"|"0"|"0"|"0"
"B"|"CATALUNYA CENTRAL"|"Anoia"|"Bruc, el"|"33"|"2"|"25"|"1"
"B"|"CATALUNYA CENTRAL"|"Anoia"|"Cabrera d'Anoia"|"0"|"0"|"0"|"0"
"B"|"CATALUNYA CENTRAL"|"Anoia"|"Calaf"|"130"|"4"|"186"|"5"
"B"|"CATALUNYA CENTRAL"|"Anoia"|"Calonge de Segarra"|"0"|"0"|"0"|"0"
"B"|"CATALUNYA CENTRAL"|"Anoia"|"Capellades"|"220"|"6"|"287"|"6"
"B"|"CATALUNYA CENTRAL"|"Anoia"|"Carme"|"49"|"2"|"43"|"2"
"B"|"CATALUNYA CENTRAL"|"Anoia"|"Castellfollit de Riubregós"|"0"|"0"|"0"|"0"
"B"|"CATALUNYA CENTRAL"|"Anoia"|"Castellolí"|"24"|"1"|"19"|"1"
"B"|"CATALUNYA CENTRAL"|"Anoia"|"Copons"|"0"|"0"|"0"|"0"
"B"|"CATALUNYA CENTRAL"|"Anoia"|"Hostalets de Pierola, els"|"86"|"3"|"94"|"3"
"B"|"CATALUNYA CENTRAL"|"Anoia"|"Igualada"|"1514"|"30"|"1524"|"31"
"B"|"CATALUNYA CENTRAL"|"Anoia"|"Jorba"|"0"|"0"|"0"|"0"
"B"|"CATALUNYA CENTRAL"|"Anoia"|"Llacuna, la"|"67"|"3"|"98"|"3"
"B"|"CATALUNYA CENTRAL"|"Anoia"|"Masquefa"|"234"|"5"|"226"|"5"
"B"|"CATALUNYA CENTRAL"|"Anoia"|"Montmaneu"|"0"|"0"|"0"|"0"
"B"|"CATALUNYA CENTRAL"|"Anoia"|"Òdena"|"137"|"5"|"179"|"6"
"B"|"CATALUNYA CENTRAL"|"Anoia"|"Orpí"|"0"|"0"|"0"|"0"
"B"|"CATALUNYA CENTRAL"|"Anoia"|"Piera"|"362"|"6"|"423"|"6"
"B"|"CATALUNYA CENTRAL"|"Anoia"|"Pobla de Claramunt, la"|"45"|"2"|"51"|"3"
"B"|"CATALUNYA CENTRAL"|"Anoia"|"Prats de Rei, els"|"15"|"1"|"23"|"1"
"B"|"CATALUNYA CENTRAL"|"Anoia"|"Pujalt"|"0"|"0"|"0"|"0"
"B"|"CATALUNYA CENTRAL"|"Anoia"|"Rubió"|"0"|"0"|"0"|"0"
"B"|"CATALUNYA CENTRAL"|"Anoia"|"Sant Martí de Tous"|"100"|"4"|"135"|"4"
"B"|"CATALUNYA CENTRAL"|"Anoia"|"Sant Martí Sesgueioles"|"18"|"1"|"12"|"1"
"B"|"CATALUNYA CENTRAL"|"Anoia"|"Sant Pere Sallavinera"|"0"|"0"|"0"|"0"
"B"|"CATALUNYA CENTRAL"|"Anoia"|"Santa Margarida de Montbui"|"401"|"6"|"404"|"6"
"B"|"CATALUNYA CENTRAL"|"Anoia"|"Santa Maria de Miralles"|"0"|"0"|"0"|"0"
"B"|"CATALUNYA CENTRAL"|"Anoia"|"Torre de Claramunt, la"|"0"|"0"|"11"|"1"
"B"|"CATALUNYA CENTRAL"|"Anoia"|"Vallbona d'Anoia"|"32"|"1"|"0"|"0"
"B"|"CATALUNYA CENTRAL"|"Anoia"|"Veciana"|"0"|"0"|"0"|"0"
"B"|"CATALUNYA CENTRAL"|"Anoia"|"Vilanova del Camí"|"471"|"7"|"481"|"6"
"B"|"CATALUNYA CENTRAL"|"Bages"|"Aguilar de Segarra"|"0"|"0"|"0"|"0"
"B"|"CATALUNYA CENTRAL"|"Bages"|"Artés"|"164"|"5"|"174"|"5"
"B"|"CATALUNYA CENTRAL"|"Bages"|"Avinyó"|"170"|"6"|"177"|"6"
"B"|"CATALUNYA CENTRAL"|"Bages"|"Balsareny"|"110"|"4"|"79"|"4"
"B"|"CATALUNYA CENTRAL"|"Bages"|"Calders"|"0"|"0"|"0"|"0"
"B"|"CATALUNYA CENTRAL"|"Bages"|"Callús"|"47"|"2"|"55"|"3"
"B"|"CATALUNYA CENTRAL"|"Bages"|"Cardona"|"184"|"4"|"258"|"4"
"B"|"CATALUNYA CENTRAL"|"Bages"|"Castellbell i el Vilar"|"62"|"2"|"70"|"3"
"B"|"CATALUNYA CENTRAL"|"Bages"|"Castellfollit del Boix"|"0"|"0"|"0"|"0"
"B"|"CATALUNYA CENTRAL"|"Bages"|"Castellgalí"|"0"|"0"|"16"|"1"
"B"|"CATALUNYA CENTRAL"|"Bages"|"Castellnou de Bages"|"0"|"0"|"0"|"0"
"B"|"CATALUNYA CENTRAL"|"Bages"|"Estany, l'"|"0"|"0"|"0"|"0"
"B"|"CATALUNYA CENTRAL"|"Bages"|"Fonollosa"|"0"|"0"|"0"|"0"
"B"|"CATALUNYA CENTRAL"|"Bages"|"Gaià"|"0"|"0"|"0"|"0"
"B"|"CATALUNYA CENTRAL"|"Bages"|"Manresa"|"5317"|"49"|"5387"|"56"
"B"|"CATALUNYA CENTRAL"|"Bages"|"Marganell"|"0"|"0"|"0"|"0"
"B"|"CATALUNYA CENTRAL"|"Bages"|"Moià"|"106"|"4"|"135"|"5"
"B"|"CATALUNYA CENTRAL"|"Bages"|"Monistrol de Calders"|"0"|"0"|"0"|"0"
"B"|"CATALUNYA CENTRAL"|"Bages"|"Monistrol de Montserrat"|"12"|"1"|"51"|"3"
"B"|"CATALUNYA CENTRAL"|"Bages"|"Mura"|"0"|"0"|"0"|"0"
"B"|"CATALUNYA CENTRAL"|"Bages"|"Navarcles"|"218"|"5"|"193"|"5"
"B"|"CATALUNYA CENTRAL"|"Bages"|"Navàs"|"154"|"5"|"156"|"5"
"B"|"CATALUNYA CENTRAL"|"Bages"|"Pont de Vilomara i Rocafort, el"|"49"|"3"|"82"|"3"
"B"|"CATALUNYA CENTRAL"|"Bages"|"Rajadell"|"0"|"0"|"0"|"0"
"B"|"CATALUNYA CENTRAL"|"Bages"|"Sallent"|"274"|"9"|"338"|"9"
"B"|"CATALUNYA CENTRAL"|"Bages"|"Sant Feliu Sasserra"|"34"|"2"|"35"|"2"
"B"|"CATALUNYA CENTRAL"|"Bages"|"Sant Fruitós de Bages"|"135"|"4"|"124"|"4"
"B"|"CATALUNYA CENTRAL"|"Bages"|"Sant Joan de Vilatorrada"|"213"|"5"|"258"|"5"
"B"|"CATALUNYA CENTRAL"|"Bages"|"Sant Mateu de Bages"|"19"|"1"|"26"|"1"
"B"|"CATALUNYA CENTRAL"|"Bages"|"Sant Salvador de Guardiola"|"232"|"6"|"107"|"4"
"B"|"CATALUNYA CENTRAL"|"Bages"|"Sant Vicenç de Castellet"|"183"|"8"|"174"|"8"
"B"|"CATALUNYA CENTRAL"|"Bages"|"Santa Maria d'Oló"|"55"|"2"|"64"|"2"
"B"|"CATALUNYA CENTRAL"|"Bages"|"Santpedor"|"198"|"6"|"200"|"7"
"B"|"CATALUNYA CENTRAL"|"Bages"|"Súria"|"131"|"4"|"244"|"7"
"B"|"CATALUNYA CENTRAL"|"Bages"|"Talamanca"|"0"|"0"|"0"|"0"
"T"|"CAMP DE TARRAGONA"|"Baix Camp"|"Albiol, l'"|"0"|"0"|"0"|"0"
"T"|"CAMP DE TARRAGONA"|"Baix Camp"|"Aleixar, l'"|"18"|"1"|"41"|"2"
"T"|"CAMP DE TARRAGONA"|"Baix Camp"|"Alforja"|"93"|"3"|"126"|"3"
"T"|"CAMP DE TARRAGONA"|"Baix Camp"|"Almoster"|"45"|"2"|"40"|"2"
"T"|"CAMP DE TARRAGONA"|"Baix Camp"|"Arbolí"|"0"|"0"|"0"|"0"
"T"|"CAMP DE TARRAGONA"|"Baix Camp"|"Argentera, l'"|"55"|"1"|"50"|"1"
"T"|"CAMP DE TARRAGONA"|"Baix Camp"|"Borges del Camp, les"|"113"|"3"|"146"|"3"
"T"|"CAMP DE TARRAGONA"|"Baix Camp"|"Botarell"|"62"|"2"|"111"|"3"
"T"|"CAMP DE TARRAGONA"|"Baix Camp"|"Cambrils"|"1140"|"17"|"905"|"20"
"T"|"CAMP DE TARRAGONA"|"Baix Camp"|"Capafonts"|"0"|"0"|"0"|"0"
"T"|"CAMP DE TARRAGONA"|"Baix Camp"|"Castellvell del Camp"|"37"|"1"|"66"|"2"
"T"|"CAMP DE TARRAGONA"|"Baix Camp"|"Colldejou"|"0"|"0"|"0"|"0"
"T"|"CAMP DE TARRAGONA"|"Baix Camp"|"Duesaigües"|"24"|"1"|"32"|"1"
"T"|"CAMP DE TARRAGONA"|"Baix Camp"|"Febró, la"|"0"|"0"|"0"|"0"
"T"|"CAMP DE TARRAGONA"|"Baix Camp"|"Maspujols"|"63"|"2"|"99"|"3"
"T"|"CAMP DE TARRAGONA"|"Baix Camp"|"Montbrió del Camp"|"94"|"3"|"117"|"3"
"T"|"CAMP DE TARRAGONA"|"Baix Camp"|"Mont-roig del Camp"|"298"|"7"|"324"|"7"
"T"|"CAMP DE TARRAGONA"|"Baix Camp"|"Prades"|"50"|"2"|"58"|"2"
"T"|"CAMP DE TARRAGONA"|"Baix Camp"|"Pratdip"|"0"|"0"|"0"|"0"
"T"|"CAMP DE TARRAGONA"|"Baix Camp"|"Reus"|"4521"|"53"|"5052"|"57"
"T"|"CAMP DE TARRAGONA"|"Baix Camp"|"Riudecanyes"|"29"|"1"|"26"|"1"
"T"|"CAMP DE TARRAGONA"|"Baix Camp"|"Riudecols"|"132"|"4"|"147"|"4"
"T"|"CAMP DE TARRAGONA"|"Baix Camp"|"Riudoms"|"188"|"5"|"256"|"5"
"T"|"CAMP DE TARRAGONA"|"Baix Camp"|"Selva del Camp, la"|"275"|"5"|"365"|"5"
"T"|"CAMP DE TARRAGONA"|"Baix Camp"|"Vandellòs i l'Hospitalet de l'Infant"|"217"|"5"|"207"|"6"
"T"|"CAMP DE TARRAGONA"|"Baix Camp"|"Vilanova d'Escornalbou"|"27"|"1"|"30"|"1"
"G"|"GIRONA"|"Baix Empordà"|"Ullastret"|"0"|"0"|"13"|"1"
"T"|"CAMP DE TARRAGONA"|"Baix Camp"|"Vilaplana"|"36"|"1"|"28"|"1"
"T"|"CAMP DE TARRAGONA"|"Baix Camp"|"Vinyols i els Arcs"|"119"|"3"|"116"|"3"
"T"|"TERRES DE L'EBRE"|"Baix Ebre"|"Aldea, l'"|"126"|"3"|"148"|"3"
"T"|"TERRES DE L'EBRE"|"Baix Ebre"|"Aldover"|"0"|"0"|"0"|"0"
"T"|"TERRES DE L'EBRE"|"Baix Ebre"|"Alfara de Carles"|"0"|"0"|"0"|"0"
"T"|"TERRES DE L'EBRE"|"Baix Ebre"|"Ametlla de Mar, l'"|"206"|"4"|"171"|"4"
"T"|"TERRES DE L'EBRE"|"Baix Ebre"|"Ampolla, l'"|"43"|"2"|"25"|"1"
"T"|"TERRES DE L'EBRE"|"Baix Ebre"|"Benifallet"|"70"|"2"|"58"|"2"
"T"|"TERRES DE L'EBRE"|"Baix Ebre"|"Camarles"|"60"|"2"|"76"|"2"
"T"|"TERRES DE L'EBRE"|"Baix Ebre"|"Deltebre"|"341"|"4"|"339"|"4"
"T"|"TERRES DE L'EBRE"|"Baix Ebre"|"Paüls"|"0"|"0"|"0"|"0"
"T"|"TERRES DE L'EBRE"|"Baix Ebre"|"Perelló, el"|"191"|"3"|"219"|"3"
"T"|"TERRES DE L'EBRE"|"Baix Ebre"|"Roquetes"|"42"|"2"|"83"|"3"
"T"|"TERRES DE L'EBRE"|"Baix Ebre"|"Tivenys"|"0"|"0"|"28"|"1"
"T"|"TERRES DE L'EBRE"|"Baix Ebre"|"Tortosa"|"2308"|"22"|"2227"|"25"
"T"|"TERRES DE L'EBRE"|"Baix Ebre"|"Xerta"|"56"|"2"|"68"|"2"
"G"|"GIRONA"|"Baix Empordà"|"Albons"|"26"|"1"|"43"|"2"
"G"|"GIRONA"|"Baix Empordà"|"Begur"|"89"|"3"|"131"|"3"
"G"|"GIRONA"|"Baix Empordà"|"Bellcaire d'Empordà"|"25"|"1"|"34"|"1"
"G"|"GIRONA"|"Baix Empordà"|"Bisbal d'Empordà, la"|"875"|"10"|"781"|"11"
"G"|"GIRONA"|"Baix Empordà"|"Calonge"|"117"|"4"|"146"|"4"
"G"|"GIRONA"|"Baix Empordà"|"Castell-Platja d'Aro"|"128"|"4"|"205"|"6"
"G"|"GIRONA"|"Baix Empordà"|"Colomers"|"16"|"1"|"22"|"1"
"G"|"GIRONA"|"Baix Empordà"|"Corçà"|"51"|"2"|"55"|"2"
"G"|"GIRONA"|"Baix Empordà"|"Cruïlles, Monells i Sant Sadurní de l'Heura"|"0"|"0"|"0"|"0"
"G"|"GIRONA"|"Baix Empordà"|"Foixà"|"0"|"0"|"0"|"0"
"G"|"GIRONA"|"Baix Empordà"|"Fontanilles"|"0"|"0"|"0"|"0"
"G"|"GIRONA"|"Baix Empordà"|"Forallac"|"0"|"0"|"0"|"0"
"G"|"GIRONA"|"Baix Empordà"|"Garrigoles"|"0"|"0"|"0"|"0"
"G"|"GIRONA"|"Baix Empordà"|"Gualta"|"0"|"0"|"0"|"0"
"G"|"GIRONA"|"Baix Empordà"|"Jafre"|"27"|"1"|"23"|"1"
"G"|"GIRONA"|"Baix Empordà"|"Mont-ras"|"53"|"2"|"75"|"2"
"G"|"GIRONA"|"Baix Empordà"|"Palafrugell"|"657"|"9"|"626"|"9"
"G"|"GIRONA"|"Baix Empordà"|"Palamós"|"722"|"15"|"818"|"11"
